,500,1000,1500,2000,2500,3000,3500,4000,4500,5000,5500,6000,6500,7000,7500,8000,8500,9000,9500,10000
59,-74.96349942469764,-74.96044937026339,-74.96217637826001,-74.93109979751569,-74.96118041000949,-74.91268850911607,-74.96502360495563,-74.94772615558297,-74.95722346101896,-74.95722346101896,-74.95889434641158,-74.94892613092307,-74.94780937200777,-74.95811649442435,-74.91703323291448,-74.963279174625,-74.89154023202451,-74.75541162445435,-74.8915050468522,-74.93534848053906
60,-74.96349942469764,-74.96044937026339,-74.96217637826001,-74.93109979751569,-74.96118041000949,-74.91268850911607,-74.96502360495563,-74.94772615558297,-74.95722346101896,-74.95722346101896,-74.95889434641158,-74.94892613092307,-74.46468004931461,-74.95811649442435,-74.91703323291448,-74.963279174625,-74.89154023202451,-74.84280880387392,-74.8915050468522,-74.93534848053906
61,-74.96349942469764,-74.96044937026339,-74.96217637826001,-74.93109979751569,-74.96118041000949,-74.91268850911607,-74.96502360495563,-74.94772615558297,-74.95722346101896,-74.95722346101896,-74.95889434641158,-74.94892613092307,-74.46468004931461,-74.95811649442435,-74.91703323291448,-74.963279174625,-74.91724217708195,-74.75541162445435,-74.8915050468522,-74.94949604676206
62,-74.96349942469764,-74.96044937026339,-74.96217637826001,-74.93109979751569,-74.96118041000949,-74.91268850911607,-74.96502360495563,-74.94772615558297,-74.95722346101896,-74.95722346101896,-74.95889434641158,-74.94892613092307,-74.46468004931461,-74.95811649442435,-74.91703323291448,-74.963279174625,-74.91724217708195,-74.75541162445435,-74.8915050468522,-74.93534848053906
63,-74.96349942469764,-74.96044937026339,-74.96217637826001,-74.93109979751569,-74.96118041000949,-74.91268850911607,-74.96502360495563,-74.94772615558297,-74.95722346101896,-74.95722346101896,-74.95889434641158,-74.94892613092307,-74.46468004931461,-74.95811649442435,-74.91703323291448,-74.963279174625,-74.91724217708195,-74.75541162445435,-74.8915050468522,-74.93534848053906
64,-74.96349942469764,-74.96044937026339,-74.96217637826001,-74.93109979751569,-74.96118041000949,-74.91268850911607,-74.96502360495563,-74.94772615558297,-74.95722346101896,-74.95722346101896,-74.95889434641158,-74.94892613092307,-74.46468004931461,-74.95811649442435,-74.91703323291448,-74.963279174625,-74.91724217708195,-74.8459852091745,-74.8915050468522,-74.93534848053906
65,-74.96349942469764,-74.96044937026339,-74.96217637826001,-74.93109979751569,-74.96118041000949,-74.91268850911607,-74.96502360495563,-74.94772615558297,-74.95722346101896,-74.95722346101896,-74.95889434641158,-74.94892613092307,-74.95569799002965,-74.95811649442435,-74.91703323291448,-74.963279174625,-74.91724217708195,-74.75541162445435,-74.8915050468522,-74.94949604676206
66,-74.96349942469764,-74.96044937026339,-74.96217637826001,-74.93109979751569,-74.96118041000949,-74.91268850911607,-74.96502360495563,-74.94772615558297,-74.95722346101896,-74.95722346101896,-74.95889434641158,-74.94892613092307,-74.94780937200777,-74.95811649442435,-74.91703323291448,-74.963279174625,-74.91724217708195,-74.75541162445435,-74.8915050468522,-74.93534848053906
67,-74.96349942469764,-74.96044937026339,-74.96217637826001,-74.93109979751569,-74.96118041000949,-74.91268850911607,-74.96502360495563,-74.94772615558297,-74.95722346101896,-74.95722346101896,-74.95889434641158,-74.94892613092307,-74.95569799002965,-74.95811649442435,-74.91703323291448,-74.963279174625,-74.91724217708195,-74.75541162445435,-74.8915050468522,-74.93534848053906
68,-74.96349942469764,-74.96044937026339,-74.96217637826001,-74.93109979751569,-74.96118041000949,-74.91268850911607,-74.96502360495563,-74.94772615558297,-74.95722346101896,-74.95722346101896,-74.95889434641158,-74.94892613092307,-74.46468004931461,-74.95811649442435,-74.91703323291448,-74.963279174625,-74.91724217708195,-74.75541162445435,-74.8915050468522,-74.94949604676206
69,-74.96349942469764,-74.96044937026339,-74.96217637826001,-74.93109979751569,-74.96118041000949,-74.91268850911607,-74.96502360495563,-74.94772615558297,-74.95722346101896,-74.95722346101896,-74.95889434641158,-74.94892613092307,-74.46468004931461,-74.95811649442435,-74.91703323291448,-74.963279174625,-74.91724217708195,-74.75541162445435,-74.8915050468522,-74.94949604676206
70,-74.96349942469764,-74.96044937026339,-74.96217637826001,-74.93109979751569,-74.96118041000949,-74.91268850911607,-74.96502360495563,-74.94772615558297,-74.95722346101896,-74.95722346101896,-74.95889434641158,-74.94892613092307,-74.46468004931461,-74.95811649442435,-74.91703323291448,-74.963279174625,-74.91724217708195,-74.75541162445435,-74.8915050468522,-74.93534848053906
71,-74.96349942469764,-74.96044937026339,-74.96217637826001,-74.93109979751569,-74.96118041000949,-74.91268850911607,-74.96502360495563,-74.94772615558297,-74.95722346101896,-74.95722346101896,-74.95889434641158,-74.94892613092307,-74.46468004931461,-74.95811649442435,-74.91703323291448,-74.963279174625,-74.89154023202451,-74.75541162445435,-74.90584192073243,-74.93534848053906
72,-74.96349942469764,-74.96044937026339,-74.96217637826001,-74.93109979751569,-74.96118041000949,-74.91268850911607,-74.96502360495563,-74.94772615558297,-74.95722346101896,-74.95722346101896,-74.95889434641158,-74.94892613092307,-74.94838796054097,-74.95811649442435,-74.91703323291448,-74.963279174625,-74.89154023202451,-74.75541162445435,-74.8915050468522,-74.93534848053906
73,-74.96349942469764,-74.96044937026339,-74.96217637826001,-74.93109979751569,-74.96118041000949,-74.91268850911607,-74.96502360495563,-74.94772615558297,-74.95722346101896,-74.95722346101896,-74.95889434641158,-74.94892613092307,-74.46468004931461,-74.95811649442435,-74.91703323291448,-74.963279174625,-74.91724217708195,-74.75541162445435,-74.8915050468522,-74.93534848053906
74,-74.96349942469764,-74.96044937026339,-74.96217637826001,-74.93109979751569,-74.96118041000949,-74.91268850911607,-74.96502360495563,-74.94772615558297,-74.95722346101896,-74.95722346101896,-74.95889434641158,-74.94892613092307,-74.94780937200777,-74.95811649442435,-74.91703323291448,-74.963279174625,-74.91724217708195,-74.75541162445435,-74.8915050468522,-74.93534848053906
75,-74.96349942469764,-74.96044937026339,-74.96217637826001,-74.93109979751569,-74.96118041000949,-74.91268850911607,-74.96502360495563,-74.94772615558297,-74.95722346101896,-74.95722346101896,-74.95889434641158,-74.94892613092307,-74.94780937200777,-74.95811649442435,-74.91703323291448,-74.963279174625,-74.91724217708195,-74.75541162445435,-74.8915050468522,-74.93534848053906
